V1,V2,n_pos_edges,n_obs_edges,connect,mean_cos,sd_cos,med_cos
KEGG_GLYCOLYSIS_GLUCONEOGENESIS,KEGG_ENDOCYTOSIS,11346,8090,0.713026617310065,0.500010786027544,0.289515265064414,0.498644244391471
